title,abstract,keywords,Dosen,content,user_id
penyakit alzheimer gradient boosting,alzheimers disease chronic progressive neurological disease impairs memory important memory functions causes shortterm memory loss paranoia mistakenly attributed stress aging alzheimers disease caused damage nerve cells connections brain although alzheimers disease dementias classified untreatable symptoms infections metabolic disorders brain tumors anoxia etc considered curable appropriate treatment therefore fast simple able identify presence alzheimers disease severity utilizing persons clinical demographic effective providing quick diagnosis previous studies gradient boosting good alzheimers disease gradient boosting 4 classes severity confusion matrix provides average 8750 average precision 8745 average recall 8749 average f1score 8754 gradient boosting classifying alzheimers disease,confusion matrix gradient boosting penyakit alzheimer,alvi syahrini utami,penyakit alzheimer gradient boosting confusion matrix gradient boosting penyakit alzheimer alzheimers disease chronic progressive neurological disease impairs memory important memory functions causes shortterm memory loss paranoia mistakenly attributed stress aging alzheimers disease caused damage nerve cells connections brain although alzheimers disease dementias classified untreatable symptoms infections metabolic disorders brain tumors anoxia etc considered curable appropriate treatment therefore fast simple able identify presence alzheimers disease severity utilizing persons clinical demographic effective providing quick diagnosis previous studies gradient boosting good alzheimers disease gradient boosting 4 classes severity confusion matrix provides average 8750 average precision 8745 average recall 8749 average f1score 8754 gradient boosting classifying alzheimers disease,mhs_530
peningkatan kualitas citra digital histogram equalization mendeteksi wajah citra gelap berwarna,pendeteksi objek wajah berguna bidang keamanan pengambilan survei pendeteksi wajah citra masukan menampilkan objek wajah terang citra gelap mempersulit mendeteksi keberadaan wajah dibutuhkan memperjelas objek wajah citra gelap histogram equalization meratakan intensitas kecerahan citra cocok intensitas kecerahan citra gelap cenderung merapat kiri penyebarannya diratakan mengembangkan perangkat lunak meningkatkan kulitas citra gelap histogram equalization keberhasilan perangkat lunak membantu pendeteksi wajah citra gelap tingkat ratarata intersection union 0783 akurat pendeteksi objek wajah,pengolahan citra pendeteksi wajah peningkatan kualitas citra,anggina primanita,peningkatan kualitas citra digital histogram equalization mendeteksi wajah citra gelap berwarna pengolahan citra pendeteksi wajah peningkatan kualitas citra pendeteksi objek wajah berguna bidang keamanan pengambilan survei pendeteksi wajah citra masukan menampilkan objek wajah terang citra gelap mempersulit mendeteksi keberadaan wajah dibutuhkan memperjelas objek wajah citra gelap histogram equalization meratakan intensitas kecerahan citra cocok intensitas kecerahan citra gelap cenderung merapat kiri penyebarannya diratakan mengembangkan perangkat lunak meningkatkan kulitas citra gelap histogram equalization keberhasilan perangkat lunak membantu pendeteksi wajah citra gelap tingkat ratarata intersection union 0783 akurat pendeteksi objek wajah,mhs_531
pendukung keputusan pemilihan siswa berprestasi ahp saw,important outstanding students directed guided get coaching related development students personal potential superior quality students created selecting outstanding students get wrong decisions selecting outstanding students subjectivity allows many selected outstanding students reach desired standard get best candidates therefore support created carry calculation selections outstanding students final project implement ahp saw forming stages comparing weights ahp next stage rank saw get selected outstanding students 72 students selected school selected become 20 outstanding students highestranking order software done comparing school calculations calculations tests 80,ahp pemilihan siswa berprestasi saw pendukung keputusan,desty rodiah,pendukung keputusan pemilihan siswa berprestasi ahp saw ahp pemilihan siswa berprestasi saw pendukung keputusan important outstanding students directed guided get coaching related development students personal potential superior quality students created selecting outstanding students get wrong decisions selecting outstanding students subjectivity allows many selected outstanding students reach desired standard get best candidates therefore support created carry calculation selections outstanding students final project implement ahp saw forming stages comparing weights ahp next stage rank saw get selected outstanding students 72 students selected school selected become 20 outstanding students highestranking order software done comparing school calculations calculations tests 80,mhs_532
diagnosis tingkat keparahan jerawat menentukan perawatan kulit sugeno,acne chronic inflammatory skin disease caused excessive production oil sebum characterized comedones papules pustules nodules cysts varying extent severity treatment acne severity disease prevent acne becoming inflamed build software able detect severity acne applying sugeno suitable skin care solutions given users sugeno solve uncertainty disease related symptoms risk factors suitable applied systems output severity acne namely mild moderate severe test 50 patients acne confusion matrix shows 947 misclassification error rate 53,acne sugeno confusion matrix,novi yusliani,diagnosis tingkat keparahan jerawat menentukan perawatan kulit sugeno acne sugeno confusion matrix acne chronic inflammatory skin disease caused excessive production oil sebum characterized comedones papules pustules nodules cysts varying extent severity treatment acne severity disease prevent acne becoming inflamed build software able detect severity acne applying sugeno suitable skin care solutions given users sugeno solve uncertainty disease related symptoms risk factors suitable applied systems output severity acne namely mild moderate severe test 50 patients acne confusion matrix shows 947 misclassification error rate 53,mhs_533
diagnosis tingkat keparahan jerawat menentukan perawatan kulit sugeno,acne chronic inflammatory skin disease caused excessive production oil sebum characterized comedones papules pustules nodules cysts varying extent severity treatment acne severity disease prevent acne becoming inflamed build software able detect severity acne applying sugeno suitable skin care solutions given users sugeno solve uncertainty disease related symptoms risk factors suitable applied systems output severity acne namely mild moderate severe test 50 patients acne confusion matrix shows 947 misclassification error rate 53,acne sugeno confusion matrix,rizki kurniati,diagnosis tingkat keparahan jerawat menentukan perawatan kulit sugeno acne sugeno confusion matrix acne chronic inflammatory skin disease caused excessive production oil sebum characterized comedones papules pustules nodules cysts varying extent severity treatment acne severity disease prevent acne becoming inflamed build software able detect severity acne applying sugeno suitable skin care solutions given users sugeno solve uncertainty disease related symptoms risk factors suitable applied systems output severity acne namely mild moderate severe test 50 patients acne confusion matrix shows 947 misclassification error rate 53,mhs_534
diagnosis penyakit kulit kucing jenis persia sugeno,veterinary clinics especially cat specialists mostly operate urban areas uncommon cat owners find difficult find veterinarian delays handling cat increase rate transmission cats humans designed diagnose skin diseases persian cats determine percentage severity provide treatment solutions sugeno sugeno form sets constants linear equations calculating percentage disease severity 8 disease 9 symptom 30 rule skin disease diagnosis sugeno 944 18 test,penyakit kulit kucing jenis persia sugeno,ali ibrahim,diagnosis penyakit kulit kucing jenis persia sugeno penyakit kulit kucing jenis persia sugeno veterinary clinics especially cat specialists mostly operate urban areas uncommon cat owners find difficult find veterinarian delays handling cat increase rate transmission cats humans designed diagnose skin diseases persian cats determine percentage severity provide treatment solutions sugeno sugeno form sets constants linear equations calculating percentage disease severity 8 disease 9 symptom 30 rule skin disease diagnosis sugeno 944 18 test,mhs_535
diagnosis penyakit kulit kucing jenis persia sugeno,veterinary clinics especially cat specialists mostly operate urban areas uncommon cat owners find difficult find veterinarian delays handling cat increase rate transmission cats humans designed diagnose skin diseases persian cats determine percentage severity provide treatment solutions sugeno sugeno form sets constants linear equations calculating percentage disease severity 8 disease 9 symptom 30 rule skin disease diagnosis sugeno 944 18 test,penyakit kulit kucing jenis persia sugeno,mastura diana marieska,diagnosis penyakit kulit kucing jenis persia sugeno penyakit kulit kucing jenis persia sugeno veterinary clinics especially cat specialists mostly operate urban areas uncommon cat owners find difficult find veterinarian delays handling cat increase rate transmission cats humans designed diagnose skin diseases persian cats determine percentage severity provide treatment solutions sugeno sugeno form sets constants linear equations calculating percentage disease severity 8 disease 9 symptom 30 rule skin disease diagnosis sugeno 944 18 test,mhs_536
perbandingan inference mamdani tsukamoto memprediksi banjir provinsi sumatera selatan,flood condition land usually dry surrounded water defining factors rainfall rain intensity certain time rain distribution variated make potential flood flood predicting helps take best action takes 2 parameters reference namely rainfall rain intensity also cope uncertainty inference framework calculation concept logic mamdani tsukamoto inference provide solution comparing two find effective tests succeed 60 test test sample inference resulting conclusion tsukamoto puts 6568 rmse error higher mamdani effective 6551 rmse error,banjir mamdani tsukamoto,kanda januar miraswan,perbandingan inference mamdani tsukamoto memprediksi banjir provinsi sumatera selatan banjir mamdani tsukamoto flood condition land usually dry surrounded water defining factors rainfall rain intensity certain time rain distribution variated make potential flood flood predicting helps take best action takes 2 parameters reference namely rainfall rain intensity also cope uncertainty inference framework calculation concept logic mamdani tsukamoto inference provide solution comparing two find effective tests succeed 60 test test sample inference resulting conclusion tsukamoto puts 6568 rmse error higher mamdani effective 6551 rmse error,mhs_537
perbandingan dempster shafer naãve identifikasi jenis kulit wajah,kulit wajah tubuh sensitif dijaga dirawat merawat kulit wajah jenis kulit wajah terhindar kulit iritasi jerawat meradang jenis kulit wajah konsultasi ketersediaan daerah kendala konsultasi membantu masyarakat mengidentifikasi jenis kulit wajah dempster shafer perhitungan probabilitas kepercayaan pemikiran masuk akal digaunakan mengkombinasikan potongan terpisah menghitung penyakit naãve pengklasifikasian probabilitik sederhana menghitung sekumpulan probabilitas menjumlahkan frekuensi kombinasi dilakukannya menganalisis perbandingan diagnosis identifikasi jenis kulit wajah dempster shafer naãve 5 kali 50 didapatkan keakuratan dempster shafer confusion matrix 96 keakuratan naãve 76 ditarik dempster shafer memiliki dibanding naãve mengidentifikasi jenis kulit wajah,dempster shafer naãve jenis kulit wajah,novi yusliani,perbandingan dempster shafer naãve identifikasi jenis kulit wajah dempster shafer naãve jenis kulit wajah kulit wajah tubuh sensitif dijaga dirawat merawat kulit wajah jenis kulit wajah terhindar kulit iritasi jerawat meradang jenis kulit wajah konsultasi ketersediaan daerah kendala konsultasi membantu masyarakat mengidentifikasi jenis kulit wajah dempster shafer perhitungan probabilitas kepercayaan pemikiran masuk akal digaunakan mengkombinasikan potongan terpisah menghitung penyakit naãve pengklasifikasian probabilitik sederhana menghitung sekumpulan probabilitas menjumlahkan frekuensi kombinasi dilakukannya menganalisis perbandingan diagnosis identifikasi jenis kulit wajah dempster shafer naãve 5 kali 50 didapatkan keakuratan dempster shafer confusion matrix 96 keakuratan naãve 76 ditarik dempster shafer memiliki dibanding naãve mengidentifikasi jenis kulit wajah,mhs_538
perbandingan dempster shafer naãve identifikasi jenis kulit wajah,kulit wajah tubuh sensitif dijaga dirawat merawat kulit wajah jenis kulit wajah terhindar kulit iritasi jerawat meradang jenis kulit wajah konsultasi ketersediaan daerah kendala konsultasi membantu masyarakat mengidentifikasi jenis kulit wajah dempster shafer perhitungan probabilitas kepercayaan pemikiran masuk akal digaunakan mengkombinasikan potongan terpisah menghitung penyakit naãve pengklasifikasian probabilitik sederhana menghitung sekumpulan probabilitas menjumlahkan frekuensi kombinasi dilakukannya menganalisis perbandingan diagnosis identifikasi jenis kulit wajah dempster shafer naãve 5 kali 50 didapatkan keakuratan dempster shafer confusion matrix 96 keakuratan naãve 76 ditarik dempster shafer memiliki dibanding naãve mengidentifikasi jenis kulit wajah,dempster shafer naãve jenis kulit wajah,desty rodiah,perbandingan dempster shafer naãve identifikasi jenis kulit wajah dempster shafer naãve jenis kulit wajah kulit wajah tubuh sensitif dijaga dirawat merawat kulit wajah jenis kulit wajah terhindar kulit iritasi jerawat meradang jenis kulit wajah konsultasi ketersediaan daerah kendala konsultasi membantu masyarakat mengidentifikasi jenis kulit wajah dempster shafer perhitungan probabilitas kepercayaan pemikiran masuk akal digaunakan mengkombinasikan potongan terpisah menghitung penyakit naãve pengklasifikasian probabilitik sederhana menghitung sekumpulan probabilitas menjumlahkan frekuensi kombinasi dilakukannya menganalisis perbandingan diagnosis identifikasi jenis kulit wajah dempster shafer naãve 5 kali 50 didapatkan keakuratan dempster shafer confusion matrix 96 keakuratan naãve 76 ditarik dempster shafer memiliki dibanding naãve mengidentifikasi jenis kulit wajah,mhs_539
pendukung keputusan seleksi penyiar radio terbaik ahp topsis,radio means entertainment community radio broadcasters one important elements radio greatly determine delivery entertainment listeners therefore necessary helps program work selecting radio announcer categorized best radio broadcaster existing criteria problems made accommodate criteria factors calculation criteria assessment analytical hierarchy ahp technique order preference similarity ideal solution topsis work complex situations allows minimum test produces 7778 total 18 broadcaster resulting 4 appropriate 14 appropriate,radio penyiar pendukung keputusan ahp topsis,ali ibrahim,pendukung keputusan seleksi penyiar radio terbaik ahp topsis radio penyiar pendukung keputusan ahp topsis radio means entertainment community radio broadcasters one important elements radio greatly determine delivery entertainment listeners therefore necessary helps program work selecting radio announcer categorized best radio broadcaster existing criteria problems made accommodate criteria factors calculation criteria assessment analytical hierarchy ahp technique order preference similarity ideal solution topsis work complex situations allows minimum test produces 7778 total 18 broadcaster resulting 4 appropriate 14 appropriate,mhs_540
pendukung keputusan seleksi penyiar radio terbaik ahp topsis,radio means entertainment community radio broadcasters one important elements radio greatly determine delivery entertainment listeners therefore necessary helps program work selecting radio announcer categorized best radio broadcaster existing criteria problems made accommodate criteria factors calculation criteria assessment analytical hierarchy ahp technique order preference similarity ideal solution topsis work complex situations allows minimum test produces 7778 total 18 broadcaster resulting 4 appropriate 14 appropriate,radio penyiar pendukung keputusan ahp topsis,kanda januar miraswan,pendukung keputusan seleksi penyiar radio terbaik ahp topsis radio penyiar pendukung keputusan ahp topsis radio means entertainment community radio broadcasters one important elements radio greatly determine delivery entertainment listeners therefore necessary helps program work selecting radio announcer categorized best radio broadcaster existing criteria problems made accommodate criteria factors calculation criteria assessment analytical hierarchy ahp technique order preference similarity ideal solution topsis work complex situations allows minimum test produces 7778 total 18 broadcaster resulting 4 appropriate 14 appropriate,mhs_541
deteksi domain relevan outofdomain chatbot berbahasa indonesia support vector,chatbot dikembangkan domain spesifik domain jaringan bisnis penjualan akademik masukan chatbot dibagi masukan domain id masukan domain ood pembuatan chatbot muncul salah menerjemahkan mendeteksi masukan kalimat ood chatbot efisien efektif ood diselesaikan mengklasifikasi masukan teks bahasa indonesia masukan id ood mengguna support vector terbukti efisien mendeteksi kalimat ood masukan chatbot berhasil mendeteksi kalimat ood memiliki mencapai 98 seribu id ood,chatbot domain support vector,alvi syahrini utami,deteksi domain relevan outofdomain chatbot berbahasa indonesia support vector chatbot domain support vector chatbot dikembangkan domain spesifik domain jaringan bisnis penjualan akademik masukan chatbot dibagi masukan domain id masukan domain ood pembuatan chatbot muncul salah menerjemahkan mendeteksi masukan kalimat ood chatbot efisien efektif ood diselesaikan mengklasifikasi masukan teks bahasa indonesia masukan id ood mengguna support vector terbukti efisien mendeteksi kalimat ood masukan chatbot berhasil mendeteksi kalimat ood memiliki mencapai 98 seribu id ood,mhs_542
abnormalitas atrial fibrilation sinyal ecg deep,atrial fibrillation type heart rhythm disorder often occurs world cause death atrial fibrillation diagnosed reading electrocardiograph ecg recording however ecg reading takes long time requires specialists analyze type signal pattern deep classify atrial fibrillation abnormalities ecg signals chosen deep 10 higher compared atrial fibrillation abnormalities developed 1dimentional convolutional neural network cnn 1d 6 configurations 1d cnn developed varying configuration rate batch size best 100 100 precision 100 recall 100 f1 score however unseen achieved f1 score 35 afib label 17 normal label keywords atrial fibrillation cnn 1d normal nonatrial fibrillation ecg signal,cnn 1 dimensi atrial fibrillation ecg eletrocardiograph deep,muhammad naufal rachmatullah,abnormalitas atrial fibrilation sinyal ecg deep cnn 1 dimensi atrial fibrillation ecg eletrocardiograph deep atrial fibrillation type heart rhythm disorder often occurs world cause death atrial fibrillation diagnosed reading electrocardiograph ecg recording however ecg reading takes long time requires specialists analyze type signal pattern deep classify atrial fibrillation abnormalities ecg signals chosen deep 10 higher compared atrial fibrillation abnormalities developed 1dimentional convolutional neural network cnn 1d 6 configurations 1d cnn developed varying configuration rate batch size best 100 100 precision 100 recall 100 f1 score however unseen achieved f1 score 35 afib label 17 normal label keywords atrial fibrillation cnn 1d normal nonatrial fibrillation ecg signal,mhs_543
wisatawan mancanegara indonesia time series genetika,role tourism sector continues increase indonesian economy number foreign tourist visits one main keys tourism sector number foreign tourist arrivals indonesia fluctuates every certain period time number foreign tourists important determine effective programs policies time series works store past processed produce new displayed future chosen require assumptions compared time series weakness length interval subset far apart less optimal genetic help determine best interval limit time series subset test 252 number foreign tourist arrivals indonesia month period resulted mean absolute percentage error mape 7729518,wisatawan mancanegara time series genetika mape,dian palupi rini,wisatawan mancanegara indonesia time series genetika wisatawan mancanegara time series genetika mape role tourism sector continues increase indonesian economy number foreign tourist visits one main keys tourism sector number foreign tourist arrivals indonesia fluctuates every certain period time number foreign tourists important determine effective programs policies time series works store past processed produce new displayed future chosen require assumptions compared time series weakness length interval subset far apart less optimal genetic help determine best interval limit time series subset test 252 number foreign tourist arrivals indonesia month period resulted mean absolute percentage error mape 7729518,mhs_544
wisatawan mancanegara indonesia time series genetika,role tourism sector continues increase indonesian economy number foreign tourist visits one main keys tourism sector number foreign tourist arrivals indonesia fluctuates every certain period time number foreign tourists important determine effective programs policies time series works store past processed produce new displayed future chosen require assumptions compared time series weakness length interval subset far apart less optimal genetic help determine best interval limit time series subset test 252 number foreign tourist arrivals indonesia month period resulted mean absolute percentage error mape 7729518,wisatawan mancanegara time series genetika mape,mastura diana marieska,wisatawan mancanegara indonesia time series genetika wisatawan mancanegara time series genetika mape role tourism sector continues increase indonesian economy number foreign tourist visits one main keys tourism sector number foreign tourist arrivals indonesia fluctuates every certain period time number foreign tourists important determine effective programs policies time series works store past processed produce new displayed future chosen require assumptions compared time series weakness length interval subset far apart less optimal genetic help determine best interval limit time series subset test 252 number foreign tourist arrivals indonesia month period resulted mean absolute percentage error mape 7729518,mhs_545
abstract syntax deteksi kemiripan kode sumber ratcliffobershelp,todayâs technological era source code become something mostly written among diversity existing programming source code many acts plagiarism detecting plagiarism source code easy abstract syntax ability determine structure source code represented tokens ratcliffobershelp chosen perform similarity calculations token structure source code amounted 25 source code documents details 5 main source code documents 20 modified source code documents indicate abstract syntax affects calculation similarity source code also developed detect similarity source code ratcliffobershelp,abstract syntax deteksi kemiripan kode sumber plagiarisme ratcliffobershelp,alvi syahrini utami,abstract syntax deteksi kemiripan kode sumber ratcliffobershelp abstract syntax deteksi kemiripan kode sumber plagiarisme ratcliffobershelp todayâs technological era source code become something mostly written among diversity existing programming source code many acts plagiarism detecting plagiarism source code easy abstract syntax ability determine structure source code represented tokens ratcliffobershelp chosen perform similarity calculations token structure source code amounted 25 source code documents details 5 main source code documents 20 modified source code documents indicate abstract syntax affects calculation similarity source code also developed detect similarity source code ratcliffobershelp,mhs_546
diagnosis penyakit paru case reasoning,decreasing quality clean air causes reduced lung response lungs play important role human respiratory general availability health facilities personnel especially pulmonary specialists still evenly distributed every districtcity indonesia need able implement knowledge carry early treatment diagnosing lung health conditions people feel general symptoms lung disease approach focuses solving knowledge previous cases namely case reasoning cbr case reasoning find old cases new cases similarities diagnostic found similarities searched sorgenfrei similarity diagnostic diagnostic saved old cases conducted conducting direct interviews doctors develop knowledge building knowledge tested shows fairly good rate 82 menurunnya kualitas udara bersih menyebabkan berkurangnya respon paru paruparu memiliki peran pernapasan manusia penyebaran ketersediaan fasilitas tenaga kesehatan dokter spesialis paru merata wilayah kabupatenkota indonesia mengimplementasi pengetahuan penanganan mendiagnosa kondisi kesehatan paru masyarakat merasakan gejala penyakit paru pendekatan menitik beratkan pemecahan didasarkan basis ilmu pengetahuan kasuskasus case reasoning penerapan cbr case reasoning mencari kesamaan kemiripan similaritas diagnosa berhasil ditemukan similaritas hasilnya dicari similaritas sorgenfrei dijadikan diagnosa diagnosa disimpan wawancara langsung dokter mengevaluasi akuisisi pengetahuan membangun basis pengetahuan diuji menunjukan memiliki tingkat 82,case reasoning penyakit paru similaritas sorgenfrei,dian palupi rini,diagnosis penyakit paru case reasoning case reasoning penyakit paru similaritas sorgenfrei decreasing quality clean air causes reduced lung response lungs play important role human respiratory general availability health facilities personnel especially pulmonary specialists still evenly distributed every districtcity indonesia need able implement knowledge carry early treatment diagnosing lung health conditions people feel general symptoms lung disease approach focuses solving knowledge previous cases namely case reasoning cbr case reasoning find old cases new cases similarities diagnostic found similarities searched sorgenfrei similarity diagnostic diagnostic saved old cases conducted conducting direct interviews doctors develop knowledge building knowledge tested shows fairly good rate 82 menurunnya kualitas udara bersih menyebabkan berkurangnya respon paru paruparu memiliki peran pernapasan manusia penyebaran ketersediaan fasilitas tenaga kesehatan dokter spesialis paru merata wilayah kabupatenkota indonesia mengimplementasi pengetahuan penanganan mendiagnosa kondisi kesehatan paru masyarakat merasakan gejala penyakit paru pendekatan menitik beratkan pemecahan didasarkan basis ilmu pengetahuan kasuskasus case reasoning penerapan cbr case reasoning mencari kesamaan kemiripan similaritas diagnosa berhasil ditemukan similaritas hasilnya dicari similaritas sorgenfrei dijadikan diagnosa diagnosa disimpan wawancara langsung dokter mengevaluasi akuisisi pengetahuan membangun basis pengetahuan diuji menunjukan memiliki tingkat 82,mhs_547
diagnosis penyakit paru case reasoning,decreasing quality clean air causes reduced lung response lungs play important role human respiratory general availability health facilities personnel especially pulmonary specialists still evenly distributed every districtcity indonesia need able implement knowledge carry early treatment diagnosing lung health conditions people feel general symptoms lung disease approach focuses solving knowledge previous cases namely case reasoning cbr case reasoning find old cases new cases similarities diagnostic found similarities searched sorgenfrei similarity diagnostic diagnostic saved old cases conducted conducting direct interviews doctors develop knowledge building knowledge tested shows fairly good rate 82 menurunnya kualitas udara bersih menyebabkan berkurangnya respon paru paruparu memiliki peran pernapasan manusia penyebaran ketersediaan fasilitas tenaga kesehatan dokter spesialis paru merata wilayah kabupatenkota indonesia mengimplementasi pengetahuan penanganan mendiagnosa kondisi kesehatan paru masyarakat merasakan gejala penyakit paru pendekatan menitik beratkan pemecahan didasarkan basis ilmu pengetahuan kasuskasus case reasoning penerapan cbr case reasoning mencari kesamaan kemiripan similaritas diagnosa berhasil ditemukan similaritas hasilnya dicari similaritas sorgenfrei dijadikan diagnosa diagnosa disimpan wawancara langsung dokter mengevaluasi akuisisi pengetahuan membangun basis pengetahuan diuji menunjukan memiliki tingkat 82,case reasoning penyakit paru similaritas sorgenfrei,rizki kurniati,diagnosis penyakit paru case reasoning case reasoning penyakit paru similaritas sorgenfrei decreasing quality clean air causes reduced lung response lungs play important role human respiratory general availability health facilities personnel especially pulmonary specialists still evenly distributed every districtcity indonesia need able implement knowledge carry early treatment diagnosing lung health conditions people feel general symptoms lung disease approach focuses solving knowledge previous cases namely case reasoning cbr case reasoning find old cases new cases similarities diagnostic found similarities searched sorgenfrei similarity diagnostic diagnostic saved old cases conducted conducting direct interviews doctors develop knowledge building knowledge tested shows fairly good rate 82 menurunnya kualitas udara bersih menyebabkan berkurangnya respon paru paruparu memiliki peran pernapasan manusia penyebaran ketersediaan fasilitas tenaga kesehatan dokter spesialis paru merata wilayah kabupatenkota indonesia mengimplementasi pengetahuan penanganan mendiagnosa kondisi kesehatan paru masyarakat merasakan gejala penyakit paru pendekatan menitik beratkan pemecahan didasarkan basis ilmu pengetahuan kasuskasus case reasoning penerapan cbr case reasoning mencari kesamaan kemiripan similaritas diagnosa berhasil ditemukan similaritas hasilnya dicari similaritas sorgenfrei dijadikan diagnosa diagnosa disimpan wawancara langsung dokter mengevaluasi akuisisi pengetahuan membangun basis pengetahuan diuji menunjukan memiliki tingkat 82,mhs_548
pendukung keputusan penilaian kinerja pegawai ahp mpe,every business entity goals achieved therefore employees cooperative good quality needed conducting employee appraisals business entities find appraisal employee business entities evaluate employee carrying employee assessments criteria attendance delay technical nontechnical calculated manually weight determined business entity 42 attendance 18 lateness 20 technical 20 nontechnical make easier determine employee appraisals support made ahp mpe ahp weighting criteria mpe alternative sorting 22 employee period 2015 2016 2017 entered calculated mape mean absolute percentage error 98 918 918 due weighting criteria program weighting criteria different criteria weighting company,ahp mape mpe penilaian kinerja pegawai pendukung keputusan,novi yusliani,pendukung keputusan penilaian kinerja pegawai ahp mpe ahp mape mpe penilaian kinerja pegawai pendukung keputusan every business entity goals achieved therefore employees cooperative good quality needed conducting employee appraisals business entities find appraisal employee business entities evaluate employee carrying employee assessments criteria attendance delay technical nontechnical calculated manually weight determined business entity 42 attendance 18 lateness 20 technical 20 nontechnical make easier determine employee appraisals support made ahp mpe ahp weighting criteria mpe alternative sorting 22 employee period 2015 2016 2017 entered calculated mape mean absolute percentage error 98 918 918 due weighting criteria program weighting criteria different criteria weighting company,mhs_549
convolutional neural network cnn citra natural scene,humans recognized natural scenes sight natural scene problems appear applied navigation robots map recognition automatic surveillance systems researchers developed software classify natural scene images convolutional neural network cnn cnn compares three architectures namely resnet50v2 vgg16 efficientnetb4 models trained image divided 10902 2725 validation 3407 test six combinations rate batch size tuning best namely rate 0001 batch size 12 rate 001 batch size 12 rate 001 batch size 10 rate 0001 batch size 10 rate 001 batch size 8 rate 001 batch size 8 test show best architecture natural scene image efficientnetb4 obtains 93 rate 0001 batch size 8,natural scene convolutional neural network,muhammad naufal rachmatullah,convolutional neural network cnn citra natural scene natural scene convolutional neural network humans recognized natural scenes sight natural scene problems appear applied navigation robots map recognition automatic surveillance systems researchers developed software classify natural scene images convolutional neural network cnn cnn compares three architectures namely resnet50v2 vgg16 efficientnetb4 models trained image divided 10902 2725 validation 3407 test six combinations rate batch size tuning best namely rate 0001 batch size 12 rate 001 batch size 12 rate 001 batch size 10 rate 0001 batch size 10 rate 001 batch size 8 rate 001 batch size 8 test show best architecture natural scene image efficientnetb4 obtains 93 rate 0001 batch size 8,mhs_550
deteksi kesuburan lahan gambut certainty factor,peatland type soil low soil fertility requires special treatment facilitate making decisions field peatland agriculture certainty factor concept certainty factor accommodate uncertainty thinking describe confidence hand therefore relevant measure uncertainty provide certainty fertility peatlands test 20 test originating tangkit village jambi province detecting peatland fertility 90 2 conclusions produce inappropriate compared provided experts providing certainty peatland fertility,certainty factor kesuburan lahan gambut,desty rodiah,deteksi kesuburan lahan gambut certainty factor certainty factor kesuburan lahan gambut peatland type soil low soil fertility requires special treatment facilitate making decisions field peatland agriculture certainty factor concept certainty factor accommodate uncertainty thinking describe confidence hand therefore relevant measure uncertainty provide certainty fertility peatlands test 20 test originating tangkit village jambi province detecting peatland fertility 90 2 conclusions produce inappropriate compared provided experts providing certainty peatland fertility,mhs_551
rekomendasi pendonor darah donor darah online,donorin membantu masyarakat kabupaten muaraenim donor darah donorin dibangun floyd â warshallbertujuan membandingkan jarak pendonor darah palang merah indonesia pmi sesuai jarak tentukan jarak terpendek donorin primer menyimpan indentitas pendonor darah membutuhkan donor darah disimpan pencari donor memilih golongan darah butuhkandan mencari pendonor darah terdekat palang merah indonesia pmi diuji responden mendaftarkan donorin responden penilaian 10 responden didapatkan penilaian sesuai jarak terpendek donorin 10 10 responden donorin donor darah floyd â warshall memperoleh 100 kunci donorin donor darah floyd warshall,donorin donor darah floyd warshall,julian supardi,rekomendasi pendonor darah donor darah online donorin donor darah floyd warshall donorin membantu masyarakat kabupaten muaraenim donor darah donorin dibangun floyd â warshallbertujuan membandingkan jarak pendonor darah palang merah indonesia pmi sesuai jarak tentukan jarak terpendek donorin primer menyimpan indentitas pendonor darah membutuhkan donor darah disimpan pencari donor memilih golongan darah butuhkandan mencari pendonor darah terdekat palang merah indonesia pmi diuji responden mendaftarkan donorin responden penilaian 10 responden didapatkan penilaian sesuai jarak terpendek donorin 10 10 responden donorin donor darah floyd â warshall memperoleh 100 kunci donorin donor darah floyd warshall,mhs_552
rekomendasi pendonor darah donor darah online,donorin membantu masyarakat kabupaten muaraenim donor darah donorin dibangun floyd â warshallbertujuan membandingkan jarak pendonor darah palang merah indonesia pmi sesuai jarak tentukan jarak terpendek donorin primer menyimpan indentitas pendonor darah membutuhkan donor darah disimpan pencari donor memilih golongan darah butuhkandan mencari pendonor darah terdekat palang merah indonesia pmi diuji responden mendaftarkan donorin responden penilaian 10 responden didapatkan penilaian sesuai jarak terpendek donorin 10 10 responden donorin donor darah floyd â warshall memperoleh 100 kunci donorin donor darah floyd warshall,donorin donor darah floyd warshall,kanda januar miraswan,rekomendasi pendonor darah donor darah online donorin donor darah floyd warshall donorin membantu masyarakat kabupaten muaraenim donor darah donorin dibangun floyd â warshallbertujuan membandingkan jarak pendonor darah palang merah indonesia pmi sesuai jarak tentukan jarak terpendek donorin primer menyimpan indentitas pendonor darah membutuhkan donor darah disimpan pencari donor memilih golongan darah butuhkandan mencari pendonor darah terdekat palang merah indonesia pmi diuji responden mendaftarkan donorin responden penilaian 10 responden didapatkan penilaian sesuai jarak terpendek donorin 10 10 responden donorin donor darah floyd â warshall memperoleh 100 kunci donorin donor darah floyd warshall,mhs_553
